run_id,status,stage_id,model_id,arm_id,narrative_id,environment_seed,scientific_eligible,artifact_kind,metric_path,metric_value_json
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--full--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-a,llama33_local_controlled,full,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--full--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-a,llama33_local_controlled,full,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--full--none--stage0-selected--s959809858,integrity-stopped,local-experiment-a,llama33_local_controlled,full,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-a--llama33_local_controlled--full--none--stage0-selected--s617806385,integrity-stopped,local-experiment-a,llama33_local_controlled,full,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-a--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-a,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-a--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-a,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-a--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-a,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-a--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-a,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-a--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-a,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-b--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-b,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-b--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-b,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-b--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-b,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-b--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-b,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--matched-b--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,matched-b,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--no-memory--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,no-memory,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--no-memory--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,no-memory,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--no-memory--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,no-memory,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--no-memory--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,no-memory,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--no-memory--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,no-memory,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--shuffled-episodic--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,shuffled-episodic,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--shuffled-episodic--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,shuffled-episodic,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--shuffled-episodic--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,shuffled-episodic,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--shuffled-episodic--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,shuffled-episodic,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--shuffled-episodic--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,shuffled-episodic,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--wrong-context--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,wrong-context,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--wrong-context--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,wrong-context,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--wrong-context--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,wrong-context,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--wrong-context--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,wrong-context,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--wrong-context--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,wrong-context,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-verified--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,error-verified,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-verified--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,error-verified,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-verified--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,error-verified,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-verified--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,error-verified,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-verified--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,error-verified,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-unverified--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-d,llama33_local_controlled,error-unverified,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-unverified--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-d,llama33_local_controlled,error-unverified,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-unverified--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-d,llama33_local_controlled,error-unverified,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-unverified--none--stage0-selected--s959809858,integrity-stopped,local-experiment-d,llama33_local_controlled,error-unverified,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-d--llama33_local_controlled--error-unverified--none--stage0-selected--s617806385,integrity-stopped,local-experiment-d,llama33_local_controlled,error-unverified,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--no-memory--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-b,llama33_local_controlled,no-memory,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--no-memory--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-b,llama33_local_controlled,no-memory,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--no-memory--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-b,llama33_local_controlled,no-memory,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--no-memory--none--stage0-selected--s959809858,integrity-stopped,local-experiment-b,llama33_local_controlled,no-memory,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--no-memory--none--stage0-selected--s617806385,integrity-stopped,local-experiment-b,llama33_local_controlled,no-memory,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--episodic-only--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-b,llama33_local_controlled,episodic-only,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--episodic-only--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-b,llama33_local_controlled,episodic-only,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--episodic-only--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-b,llama33_local_controlled,episodic-only,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--episodic-only--none--stage0-selected--s959809858,integrity-stopped,local-experiment-b,llama33_local_controlled,episodic-only,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--episodic-only--none--stage0-selected--s617806385,integrity-stopped,local-experiment-b,llama33_local_controlled,episodic-only,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--semantic-only--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-b,llama33_local_controlled,semantic-only,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--semantic-only--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-b,llama33_local_controlled,semantic-only,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--semantic-only--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-b,llama33_local_controlled,semantic-only,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--semantic-only--none--stage0-selected--s959809858,integrity-stopped,local-experiment-b,llama33_local_controlled,semantic-only,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--semantic-only--none--stage0-selected--s617806385,integrity-stopped,local-experiment-b,llama33_local_controlled,semantic-only,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--unverified-dual--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-b,llama33_local_controlled,unverified-dual,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--unverified-dual--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-b,llama33_local_controlled,unverified-dual,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--unverified-dual--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-b,llama33_local_controlled,unverified-dual,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--unverified-dual--none--stage0-selected--s959809858,integrity-stopped,local-experiment-b,llama33_local_controlled,unverified-dual,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--unverified-dual--none--stage0-selected--s617806385,integrity-stopped,local-experiment-b,llama33_local_controlled,unverified-dual,none,617806385,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--full--none--stage0-selected--s1099057501,integrity-stopped,local-experiment-b,llama33_local_controlled,full,none,1099057501,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--full--none--stage0-selected--s1421875452,integrity-stopped,local-experiment-b,llama33_local_controlled,full,none,1421875452,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--full--none--stage0-selected--s1769977770,integrity-stopped,local-experiment-b,llama33_local_controlled,full,none,1769977770,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--full--none--stage0-selected--s959809858,integrity-stopped,local-experiment-b,llama33_local_controlled,full,none,959809858,False,,,null
finevo-pilot-v2.10--local-experiment-b--llama33_local_controlled--full--none--stage0-selected--s617806385,integrity-stopped,local-experiment-b,llama33_local_controlled,full,none,617806385,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--full--none--stage0-selected--s1099057501,integrity-stopped,experiment-c,gpt52_main,full,none,1099057501,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--full--none--stage0-selected--s1421875452,integrity-stopped,experiment-c,gpt52_main,full,none,1421875452,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--full--none--stage0-selected--s1769977770,integrity-stopped,experiment-c,gpt52_main,full,none,1769977770,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--full--none--stage0-selected--s959809858,integrity-stopped,experiment-c,gpt52_main,full,none,959809858,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--full--none--stage0-selected--s617806385,integrity-stopped,experiment-c,gpt52_main,full,none,617806385,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-dual--none--stage0-selected--s1099057501,integrity-stopped,experiment-c,gpt52_main,unverified-dual,none,1099057501,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-dual--none--stage0-selected--s1421875452,integrity-stopped,experiment-c,gpt52_main,unverified-dual,none,1421875452,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-dual--none--stage0-selected--s1769977770,integrity-stopped,experiment-c,gpt52_main,unverified-dual,none,1769977770,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-dual--none--stage0-selected--s959809858,integrity-stopped,experiment-c,gpt52_main,unverified-dual,none,959809858,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-dual--none--stage0-selected--s617806385,integrity-stopped,experiment-c,gpt52_main,unverified-dual,none,617806385,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-candidate--none--stage0-selected--s1099057501,integrity-stopped,experiment-c,gpt52_main,verified-error-candidate,none,1099057501,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-candidate--none--stage0-selected--s1421875452,integrity-stopped,experiment-c,gpt52_main,verified-error-candidate,none,1421875452,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-candidate--none--stage0-selected--s1769977770,integrity-stopped,experiment-c,gpt52_main,verified-error-candidate,none,1769977770,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-candidate--none--stage0-selected--s959809858,integrity-stopped,experiment-c,gpt52_main,verified-error-candidate,none,959809858,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-candidate--none--stage0-selected--s617806385,integrity-stopped,experiment-c,gpt52_main,verified-error-candidate,none,617806385,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-forced--none--stage0-selected--s1099057501,integrity-stopped,experiment-c,gpt52_main,verified-error-forced,none,1099057501,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-forced--none--stage0-selected--s1421875452,integrity-stopped,experiment-c,gpt52_main,verified-error-forced,none,1421875452,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-forced--none--stage0-selected--s1769977770,integrity-stopped,experiment-c,gpt52_main,verified-error-forced,none,1769977770,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-forced--none--stage0-selected--s959809858,integrity-stopped,experiment-c,gpt52_main,verified-error-forced,none,959809858,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--verified-error-forced--none--stage0-selected--s617806385,integrity-stopped,experiment-c,gpt52_main,verified-error-forced,none,617806385,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-error-forced--none--stage0-selected--s1099057501,integrity-stopped,experiment-c,gpt52_main,unverified-error-forced,none,1099057501,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-error-forced--none--stage0-selected--s1421875452,integrity-stopped,experiment-c,gpt52_main,unverified-error-forced,none,1421875452,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-error-forced--none--stage0-selected--s1769977770,integrity-stopped,experiment-c,gpt52_main,unverified-error-forced,none,1769977770,False,,,null
finevo-pilot-v2.10--experiment-c--gpt52_main--unverified-error-forced--none--stage0-selected--s959809858,integrity-stopped,experiment-c,gpt52_main,unverified-error-forced,none,959809858,False,,,null
